날짜,제목,내용,신문사,영역,URL
2017-07-11,'빙하기' 한국 자동차…르노삼성 빼고 상반기 모두 뒷걸음(종합),그래픽 빙하기 맞은 한국 자동차 르노삼성 빼고 상반기 모두 뒷걸음내수 부진에 사드 타격 수출까지 급감 서울 연합뉴스 신호경 윤보람 기자 내수 부진에 중국 사드 고고도미사일방어체계 THAAD 보복 등까지 겹쳐 국내 5개 완성차 업체가 극심한 실적 부진에 허덕이고 있다 완성차 5개사 판매 8 현대 기아차 6월 중국 판매 60 이상 급락 3일 자동차업계에 따르면 현대차와 기아차 한국지엠 쌍용차 르노삼성 등 국내 완성차 5개사의 올해 상반기 국내외 판매량은 총 400만3천804대를 기록했다 이는 지난해 상반기 435만7천883대 보다 8 1 감소한 것이다 내수는 77만9천685대 수출은 322만4천119대로 각각 4 9 1 줄었다 회사별로 보면 국내 1위 완성차 업체 현대차와 기아차의 상반기 판매량 219만8천342대 132만224대 부터 각각 8 2 9 4 떨어졌다 현대차의 내수와 수출 해외생산 포함 은 각각 34만4천783대 185만3천559대로 1년 전보다 각각 1 8 9 3 뒷걸음질했고 기아차의 내수 25만5천843대 와 수출 106만4천381대 감소율도 각각 7 6 와 9 9 에 이르렀다 현대차 관계자는 해외 실적에는 사드 사태에 따른 중국 판매 감소 등이 영향을 미쳤다 며 앞으로도 선진시장과 신흥시장 모두 섣불리 판매 호조를 확신할 수 없는 위기 상황이 지속할 것 이라고 예상했다 실제로 현대 기아차에 따르면 지난 6월 현대차와 기아차는 중국에서 불과 3만5천여 대 1만7천여 대를 팔았다 이는 작년 6월과 비교해 64 62 정도 급감한 것이다 자동차 수출 부진 울산 연합뉴스 김용태 기자 신흥시장 경기침체 등의 여파로 자동차 수출이 부진한 가운데 판매단가까지 하락하면서 수출의 양과 질이 동시에 악화하는 것으로 나타났다 지난 1일 현대자동차 울산공장 수출선적부두 한쪽이 비어 있다 2016 8 3한국GM의 상반기 총 판매량 27만8천998대 역시 9 3 줄었다 한국GM의 경우 수출보다 오히려 내수 부진이 더 두드러졌다 내수 판매 7만2천708대 감소율이 16 2 로 수출 20만6천290대 감소율 6 5 의 두 배를 훌쩍 넘었다 야심작 올 뉴 크루즈 등이 예상 밖으로 고전하고 있기 때문이다 6월 판매 실적 4만3천692대 만 따져도 작년 6월보다 20 7 나 적었고 특히 내수 1만1천455대 감소율은 36 6 까지 치솟았다 쌍용자동차의 올해 상반기 판매 실적 7만345대 도 5 7 축소됐다 다만 쌍용차의 경우 수출은 29 3 나 감소했지만 내수가 G4 렉스턴 신차 효과 등에 힘입어 5 5 늘었다는 사실을 위안으로 삼고 있다 지난 상반기 유일하게 성장 한 것은 르노삼성이다 르노삼성의 상반기 누적 판매 대수 13만5천895대 는 작년 동기대비 9 7 늘었다 시장별로는 내수 판매 5만2천882대 가 12 7 수출 8만3천13대 이 7 8 증가했다 르노삼성 관계자는 SM6 QM6 QM3의 인기가 이어진 덕분 이라고 설명했다 상반기 가장 많이 팔린 차는 그랜저 올해 들어 6월까지 국내 5개 완성차업체 모델 가운데 가장 많이 팔린 차는 그랜저 7만2천666대 였다 지난해 상반기 1만2천665대 에 이어 해를 넘겨 베스트셀링카 1위 자리를 지켰다 이어 현대 포터 5만4천226대 와 쏘나타 4만2천37대 아반떼 4만2천4대 까지 현대차가 1 4위를 휩쓸었고 기아 모닝 3만6천638대 도 5위권에 이름을 올렸다 기아 카니발 3만5천952대 은 작년 상반기 5위에서 올해 6위로 한 계단 내려왔고 7 10위는 기아 쏘렌토 3만3천600대 기아 봉고 3만2천334대 쌍용 티볼리 2만8천624대 현대 싼타페 2만7천403대 가 차지했다 shk999 yna co kr최신 유행 트렌드 총집결 클릭,연합뉴스,경제,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=001&aid=0009381093
2017-07-11,'해리포터' 작가 조앤 롤링의 세 번째 추리소설,커리어 오브 이블 번역 출간조앤 K 롤링 AP 연합뉴스 자료사진 서울 연합뉴스 김계연 기자 해리 포터 시리즈를 쓴 영국 소설가 조앤 K 롤링은 지난해 영화 신비한 동물사전 을 통해 시나리오 작가로도 화려하게 데뷔했다 해리 포터가 두 자녀를 둔 중년이 될 즈음 작가는 추리소설이라는 또 다른 길을 택했다 조앤 K 롤링이 로버트 갤브레이스라는 이름으로 발표한 커리어 오브 이블 문학수첩 이 번역 출간됐다 코모란 스트라이크 시리즈 세 번째 이야기다 전작 쿠쿠스 콜링 실크웜 과 마찬가지로 사설탐정 코모란 스트라이크와 그의 파트너 로빈 엘라코트가 연쇄살인범을 쫓는다 다리는 매끈하고 가늘고 핏기가 없었으며 상자를 열 때 손가락이 스치면서 차가운 고무 같은 감촉이 느껴졌다 로빈에게 여자의 잘린 다리가 배달되면서 소설은 시작한다 스트라이크가 군복무 시절 폭발사고로 잃은 것과 똑같은 부위의 오른쪽 다리다 범인은 스트라이크에게 원한을 품은 인물일까 신체절단에서 성적 쾌락을 얻는 아크로토모필리아일까 조앤 K 롤링은 2013년부터 가명으로 코모란 스트라이크 시리즈를 발표했다 처음에는 큰 주목을 받지 못하다가 작가가 조앤 K 롤링으로 드러나면서 지금까지 전세계에서 400만 부 넘게 팔렸다 영국에선 TV 드라마로도 제작 중이다 작가는 시리즈 세 번째 이야기를 발표한 2015년 미국 공영라디오 NPR과 한 인터뷰에서 남자 이름을 사용한 건 나 자신으로부터 가능한 한 멀어져 보고 싶은 기본적인 욕구였던 것 같다 고 말했다 고정아 옮김 각권 344쪽 각 1만2천500원 dada yna co kr최신 유행 트렌드 총집결 클릭,연합뉴스,생활/문화,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=001&aid=0009381077
2017-07-11,'빙하기' 맞은 한국 자동차…르노삼성 빼고 상반기 모두 뒷걸음,그래픽 빙하기 맞은 한국 자동차 르노삼성 빼고 상반기 모두 뒷걸음내수 부진에 사드 타격 수출까지 급감 서울 연합뉴스 신호경 윤보람 기자 내수 부진에 중국 사드 고고도미사일방어체계 THAAD 보복 등까지 겹쳐 국내 5개 완성차 업체가 극심한 실적 부진에 허덕이고 있다 현대 기아차 6월 중국 판매 60 이상 급락 3일 자동차업계에 따르면 우선 국내 1위 완성차업체 현대차와 기아차의 올해 상반기 판매량 219만8천342대 132만224대 부터 작년 같은 기간보다 각각 8 2 9 4 줄었다 현대차의 내수와 수출 해외생산 포함 은 각각 34만4천783대 185만3천559대로 1년 전보다 각각 1 8 9 3 뒷걸음질했고 기아차의 내수 25만5천843대 와 수출 106만4천381대 감소율도 각각 7 6 와 9 9 에 이르렀다 현대차 관계자는 해외 실적에는 사드 사태에 따른 중국 판매 감소 등이 영향을 미쳤다 며 앞으로도 선진시장과 신흥시장 모두 섣불리 판매 호조를 확신할 수 없는 위기 상황이 지속할 것 이라고 예상했다 실제로 현대 기아차에 따르면 지난 6월 현대차와 기아차는 중국에서 불과 3만5천여 대 1만7천여 대를 팔았다 이는 작년 6월과 비교해 64 62 정도 급감한 것이다 자동차 수출 부진 울산 연합뉴스 김용태 기자 신흥시장 경기침체 등의 여파로 자동차 수출이 부진한 가운데 판매단가까지 하락하면서 수출의 양과 질이 동시에 악화하는 것으로 나타났다 지난 1일 현대자동차 울산공장 수출선적부두 한쪽이 비어 있다 2016 8 3한국GM의 상반기 총 판매량 27만8천998대 역시 9 3 줄었다 한국GM의 경우 수출보다 오히려 내수 부진이 더 두드러졌다 내수 판매 7만2천708대 감소율이 16 2 로 수출 20만6천290대 감소율 6 5 의 두 배를 훌쩍 넘었다 야심작 올 뉴 크루즈 등이 예상 밖으로 고전하고 있기 때문이다 6월 판매 실적 4만3천692대 만 따져도 작년 6월보다 20 7 나 적었고 특히 내수 1만1천455대 감소율은 36 6 까지 치솟았다 쌍용자동차의 올해 상반기 판매 실적 7만345대 도 5 7 축소됐다 다만 쌍용차의 경우 수출은 29 3 나 감소했지만 내수가 G4 렉스턴 신차 효과 등에 힘입어 5 5 늘었다는 사실을 위안으로 삼고 있다 지난 상반기 유일하게 성장 한 것은 르노삼성이다 르노삼성의 상반기 누적 판매 대수 13만5천895대 는 작년 동기대비 9 7 늘었다 시장별로는 내수 판매 5만2천882대 가 12 7 수출 8만3천13대 이 7 8 증가했다 르노삼성 관계자는 SM6 QM6 QM3의 인기가 이어진 덕분 이라고 설명했다 상반기 가장 많이 팔린 차는 그랜저 올해 들어 6월까지 국내 5개 완성차업체 모델 가운데 가장 많이 팔린 차는 그랜저 7만2천666대 였다 지난해 상반기 1만2천665대 에 이어 해를 넘겨 베스트셀링카 1위 자리를 지켰다 이어 현대 포터 5만4천226대 와 쏘나타 4만2천37대 아반떼 4만2천4대 까지 현대차가 1 4위를 휩쓸었고 기아 모닝 3만6천638대 도 5위권에 이름을 올렸다 기아 카니발 3만5천952대 은 작년 상반기 5위에서 올해 6위로 한 계단 내려왔고 7 10위는 기아 쏘렌토 3만3천600대 기아 봉고 3만2천334대 쌍용 티볼리 2만8천624대 현대 싼타페 2만7천403대 가 차지했다 shk999 yna co kr최신 유행 트렌드 총집결 클릭,연합뉴스,경제,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=001&aid=0009380889
2017-07-11," 현대차, 6월 판매실적 전년比 15.5%↓",RV 내수 43 4 아반테 47 5 하락세 주도전체 내수 11 6 수출 12 6 해외생산 25 9 국내 총 6만 1837대 판매 그랜저 97 5 하락세 방어현대자동차는 6월 국내 6만 1837대 해외 31만 4272대 등 전세계 시장에서 전년 동기 대비 15 5 감소한 총 37만 6109대를 판매하여 전체 15 5 하락세를 기록했다고 3일 밝혔다 이는 지난해 같은 기간과 비교해 국내 판매는 11 6 해외 판매는 16 2 감소한 수치다 현대차 관계자는 하반기에도 저성장 기조가 지속될 것으로 예상되는 만큼 내실강화와 책임경영을 기반으로 시장상황에 탄력적으로 대응하고 경쟁력 있는 신차 출시를 통해 위기를 극복할 계획 이라며 이 달부터 본격적으로 판매되는 코나 에 대한 판촉강화를 통해 판매 확대를 도모할 것 이라고 강조했다 6월 내수부문에서는 개소세 인하 혜택으로 판매가 큰 폭으로 증가했던 전년 같은 기간과 비교해 11 6 감소했으나 그랜저가 지난해 12월부터 지난 6월까지 7개월 연속 1만대 판매를 돌파하며 1만 2665대가 팔려 성장세를 이끌었고 이어 쏘나타 9298대 아반떼 6488대를 팔아 전체 승용차 판매가 지난해대비 0 7 증가한 성장세를 뒷받침했다 제네시스 G80은 3425대 EQ900가 1203대 판매되는 등 총 4628대가 팔려 전체 4 7 증가했다 RV는 싼타페 4443대 투싼 4290대 맥스크루즈 709대 등 총 9442대 판매돼 지난해 대비 43 4 나 줄어드는 실적을 기록했다 상용차는 그랜드 스타렉스와 포터를 합한 소형상용차가 총 1만 4294대가 팔렸고 중대형 버스와 트럭을 합한 대형상용차는 전년 동기 대비 2 8 증가한 2917대가 판매됐다 6월 해외시장에서 국내공장 수출 10만 5957대 포함 총 31만 4274대를 판매로 16 2 감소하여 사드사태로 인한 중국 영향에서 벗어나지 못했으며 해외공장 판매는 20만 8315대로 금년 1월 24만 1307대를 판매한 이후 하락흐름을 이어갔다 HOT 당신의 10분 몸 만들기 황현정기자의 쭉쭉빵빵 HOT 세무 회계 실무 맞춤형 교육 조세일보 재무교육원 김대성 kds7 joseilbo com 저작권자 조세일보 http www joseilbo com 무단전재 및 재배포 금지,조세일보,경제,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=123&aid=0002164225
2017-07-11,"현대차, 6월 37만6109대 판매…전년 대비 15.5% 감소",일간스포츠 안민구 현대자동차는 지난달 국내 6만1837대 해외 31만4272대 등 전세계 시장에서 전년 동기 대비 15 5 감소한 총 37만6109대를 판매했다고 3일 밝혔다 이는 지난해 같은 기간과 비교해 국내 판매는 11 6 해외 판매는 16 2 감소한 수치다 현대차는 하반기에도 저성장 기조가 지속될 것으로 예상되는 만큼 내실강화와 책임경영을 기반으로 판매실적 만회를 위한 단기적인 대응 보다는 시장 상황에 맞춰 탄력적으로 대응하고 경쟁력 있는 신차 출시를 통해 위기를 극복한다는 계획이다 현대차는 6월 국내 시장에서 개소세 인하 혜택으로 판매가 큰 폭으로 증가했던 전년 같은 기간과 비교해 11 6 감소한 총 6만1837대를 판매했다 차종별로는 그랜저가 1만2665대 판매되며 국내 시장 판매를 이끌었고 이어 쏘나타 9298대 아반떼 6488대 등 전체 승용차 판매는 전년 동기보다 0 7 증가한 총 3만556대가 팔렸다 특히 대한민국 준대형차 시장에서 돌풍을 일으키고 있는 그랜저는 신형 모델이 본격 판매에 돌입한 지난해 12월부터 지난 6월까지 7개월 연속으로 1만대 판매를 돌파했다 프리미엄 브랜드 제네시스 는 G80가 3425대 EQ900가 1203대 판매되는 등 총 4628대가 팔렸다 RV는 싼타페 4443대 투싼 4290대 맥스크루즈 709대 등 총 9442대 판매를 기록했다 상용차는 그랜드 스타렉스와 포터를 합한 소형상용차가 총 1만4294대가 팔렸고 중대형 버스와 트럭을 합한 대형상용차는 전년 동기 대비 2 8 증가한 2917대가 판매됐다 현대차 관계자는 그랜저와 쏘나타의 선전에도 불구하고 개소세 인하 혜택을 마지막으로 누릴 수 있던 전년 동월과 비교해 판매가 감소했다 며 이 달부터 본격적으로 판매되는 KONA 코나 에 대한 판촉을 강화하고 주력 차종에 대한 마케팅 활동도 지속해 판매 확대를 도모할 것 이라고 말했다 현대차는 6월 해외 시장에서 국내공장 수출 10만5957대 해외공장 판매 20만8315대 등 지난해 같은 기간보다 16 2 감소한 총 31만4272대를 판매했다 해외 공장 판매는 사드 THAAD 고고도 미사일 방어체계 사태로 인한 중국 판매 감소 등이 영향을 미쳤다 현대차 관계자는 향후에도 선진시장과 신흥시장 모두 섣불리 판매 호조를 확실시 할 수 없는 위기 상황이 지속될 것으로 예상된다 면서 기본 역량을 강화하고 이 달 유럽에 KONA 코나 를 출시하는 등 저성장 기조에 적극적으로 대응해 위기를 극복할 수 있도록 노력할 것 이라고 밝혔다 안민구 기자 an mingu joins com 일간스포츠 페이스북 트위터 웨이보 일간스포츠 http isplus joins com and JTBC Content Hub Co Ltd 무단 전재 및 재배포 금지,일간스포츠,경제,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=241&aid=0002687503
2017-07-11,"현대차 6월, 내수 11.6%·해외 16.2% 판매 감소",현대차의 6월 내수 판매와 해외 판매 모두 감소한 것으로 나타났다 현대자동차는 2017년 6월 국내 6만 1837대 해외 31만 4272대 등 전세계 시장에서 전년 동기 대비 15 5 감소한 총 37만 6109대를 판매했다고 3일 밝혔다 이는 지난해 같은 기간과 비교해 국내 판매는 11 6 해외 판매는 16 2 감소한 수치다 현대차는 6월 국내 시장에서 개소세 인하 혜택의 기저효과로 전년 같은 기간과 비교해 11 6 감소한 총 6만 1837대를 판매했다 차종별로는 그랜저가 1만 2665대 판매 하이브리드 2471대 포함 되며 국내 시장 판매를 이끌었고 이어 쏘나타 하이브리드 732대 포함 9298대 아반떼 6488대 등 전체 승용차 판매는 전년 동기보다 0 7 증가한 총 3만556대가 팔렸다 특히 그랜저는 신형 모델이 본격 판매에 돌입한 지난해 12월부터 지난 6월까지 7개월 연속으로 1만 대 판매를 돌파했다 프리미엄 브랜드 제네시스 는 G80가 3425대 EQ900가 1203대 판매되는 등 총 4628대가 팔렸다 RV는 싼타페 4443대 투싼 4290대 맥스크루즈 709대 등 총 9442대 판매를 기록했다 상용차는 그랜드 스타렉스와 포터를 합한 소형상용차가 총 1만 4294대가 팔렸고 중대형 버스와 트럭을 합한 대형상용차는 전년 동기 대비 2 8 증가한 2917대가 판매됐다 현대차는 6월 해외 시장에서 국내공장 수출 10만 957대 해외공장 판매 20만 8315대 등 지난해 같은 기간보다 16 2 감소한 총 31만 4272대를 판매했다 해외 공장 판매는 사드 THAAD 고고도 미사일 방어체계 사태로 인한 중국 판매 감소 등이 영향을 미쳤다 올해 1월부터 6월까지 국내 34만 4 783대 해외 185만 3559대 등 지난해 같은 기간보다 8 2 감소한 219만 8342대를 판매했다 디지털뉴스국 최은주 객원기자 매일경제 공식 페이스북 오늘의 인기뉴스 매경 프리미엄 매일경제 mk co kr 무단전재 및 재배포 금지,매일경제,생활/문화,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=009&aid=0003971973
2017-07-11,[완성차 6월실적] 상반기 가장 많이 팔린 모델은 그랜저,헤럴드경제 정태일 기자 올해 상반기 국내 완성차 업체 판매 모델 중 가장 많은 판매량을기록한모델은현대차 그랜저였다 3일 현대차에 따르면 그랜저의 올 상반기 누적 판매량은 7만2666대로 기록됐다 이로써 그랜저는 전년 동기 3만188대 보다 140 7 판매량을 늘렸다 그랜저는 지난달 1만2665대 판매돼 7개월 연속 1만대 행진을 이어갔다 전월보다는 0 6 전월보다는 97 5 증가한 결과다 국내 완성차 업체서 1개 차종이 7개월 연속 월 1만대 이상 판매된 것은 쏘나타 YF 2009년 10월 2010년 4월 이후 8년 만이다 현대차가 최근 출시한 아반떼 AD나 쏘나타 LF 등 주요 차종은 월 1만대 이상 기록이 2 3개월에 그쳤다 그랜저는 상반기에만 7만대 이상 판매량을 기록해 올해 연간 목표인 10만대 가능성을 더욱 높였다 그랜저에 이어 현대차 상용 모델 포터는 5만4226대 판매돼 2위를 기록했다 이어 현대차 쏘나타 4만2037대 아반떼 4만2004대 순이었다 쏘나타는 올초만해도 판매가 부진했지만 부분변경 모델 쏘나타 뉴 라이즈로 만회해 전년 동기 대비 감소폭이 5 6 에 그쳤다 지난달 쏘나타 판매량은 9298대로 전월보다 6 전년 동월 대비 22 4 증가했다 쏘나타는 지난달 승용 부문에서 그랜저 다음 2위를 기록하기도 했다 killpass heraldcorp com 영감이란 불꽃에 타오르게할 스토리 INSPIRE 앞서가는 젊은 경제신문 친구맺기 오늘의 운세 날씨 Copyrights 헤럴드경제 heraldbiz com 무단 전재 및 재배포 금지,헤럴드경제,생활/문화,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=016&aid=0001259180
2017-07-11,"현대차, 지난달 내수 판매 감소 최소화… 그랜저 신차효과 지속",현대자동차는 지난 6월 국내 6만1837대 해외 31만4272대 등 글로벌 시장에서 전년 동기 대비 15 5 감소한 총 37만6109대를 판매했다 이는 지난해 같은 기간과 비교해 국내 판매는 11 6 해외 판매는 16 2 감소한 수치다 현대차는 6월 국내 시장에서 개소세 인하 혜택으로 판매가 큰 폭으로 증가했던 전년 같은 기간과 비교해 11 6 감소한 총 6만1837대를 판매했다 차종별로는 그랜저가 1만2665대 판매 하이브리드 2 471대 포함 되며 국내 시장 판매를 이끌었고 이어 쏘나타 하이브리드 732대 포함 9298대 아반떼 6488대 등 전체 승용차 판매는 전년 동기보다 0 7 증가한 총 3만556대가 팔렸다 특히 그랜저는 신형 모델이 본격 판매에 돌입한 지난해 12월부터 지난 6월까지 7개월 연속으로 1만대 판매를 돌파했다 프리미엄 브랜드 제네시스는 G80 3425대 EQ900가 1203대 판매되는 등 총 4628대가 팔렸다 RV는 싼타페 4443대 투싼 4290대 맥스크루즈 709대 등 총 9442대 판매를 기록했다 상용차는 그랜드 스타렉스와 포터를 합한 소형상용차가 총 1만4294대가 팔렸고 중대형 버스와 트럭을 합한 대형상용차는 전년 동기 대비 2 8 증가한 2917대가 판매됐다 현대차 관계자는 그랜저와 쏘나타의 선전에도 불구하고 개소세 인하 혜택을 마지막으로 누릴 수 있던 전년 동월과 비교해 판매가 감소했다 며 이달부터 본격적으로 판매되는 코나에 대한 판촉을 강화하고 주력 차종에 대한 마케팅 활동도 지속해 판매 확대를 도모할 것 이라고 말했다 현대차는 6월 해외 시장에서 국내공장 수출 10만5957대 해외공장 판매 20만8315대 등 지난해 같은 기간보다 16 2 감소한 총 31만4272대를 판매했다 해외 공장 판매는 사드 THAAD 고고도 미사일 방어체계 사태로 인한 중국 판매 감소 등이 영향을 미쳤다 한편 현대차는 올해 6월까지 국내 34만4783대 해외 185만3559대 등 지난해 같은 기간보다 8 2 감소한 219만8 342대를 판매했다고 밝혔다 동아닷컴 정진수 기자 brjeans donga com 동아일보 단독 동아일보 공식 페이스북 아직도 당신만 모르나 VODA 동아일보 donga com 무단 전재 및 재배포 금지,동아일보,생활/문화,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=020&aid=0003077053
2017-07-11,"[6월 판매실적] 현대차, 글로벌 판매 전년비 15.5%↓… 상반기 누적은 8.2% 줄어",본문 이미지 영역현대차 신형 그랜저 IG 현대자동차가 지난 6월 국내시장에서 6만1837대 해외 31만4272대 등 글로벌 시장에서 전년 동기 대비 15 5 감소한 총 37만6109대를 판매했다고 3일 밝혔다 지난달 내수판매는 개소세 인하 혜택으로 판매가 큰 폭으로 증가했던 전년 동월 대비 11 6 감소했다 차종별로 그랜저가 1만2665대 하이브리드 2471대 포함 판매되며 국내 시장 판매를 이끌었고 이어 쏘나타 하이브리드 732대 포함 9298대 아반떼 6488대 등 전체 승용차 판매는 전년 동기보다 0 7 증가한 총 3만556대가 팔렸다 RV는 싼타페 4443대 투싼 4290대 맥스크루즈 709대 등 총 9442대 판매를 기록했다 프리미엄 브랜드 제네시스 는 G80가 3425대 EQ900가 1203대 판매되는 등 총 4628대가 팔렸다 상용차는 그랜드 스타렉스와 포터를 합한 소형상용차가 총 1만4294대 팔렸고 중대형 버스와 트럭을 합한 대형상용차는 2917대 판매됐다 현대차 관계자는 이 달부터 본격적으로 판매되는 KONA 코나 에 대한 판촉을 강화하고 주력 차종에 대한 마케팅 활동도 지속해 판매 확대를 도모할 것 이라고 말했다 한편 같은기간 해외 판매는 16 2 감소했다 현대차는 6월 해외 시장에서 국내공장 수출 10만5957대 해외공장 판매 20만8315대 등 지난해 같은 기간보다 16 2 감소한 총 31만4272대를 판매했다 사드 THAAD 사태로 인한 중국 판매 감소 등이 영향을 미쳤다 현대차 관계자는 향후에도 선진시장과 신흥시장 모두 섣불리 판매 호조를 확실시 할 수 없는 위기 상황이 지속될 것으로 예상된다 면서 기본 역량을 강화하고 이 달 유럽에 KONA 코나 를 출시하는 등 저성장 기조에 적극적으로 대응해 위기를 극복할 수 있도록 노력할 것 이라고 말했다 한편 현대차는 올해 6월까지 국내 34만4783대 해외 185만3559대 등 지난해 같은 기간보다 8 2 감소한 219만8342대를 판매했다고 밝혔다 최윤신 기자 chldbstls mt co kr,머니S,생활/문화,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=417&aid=0000258532
2017-07-11,"현대차, 상반기 글로벌 판매 8%↓…""하반기도 위기 지속""",내수 34만4783대 해외 185만3559대 이데일리 신정은 기자 현대자동차 005380 가 올해 상반기 글로벌 시장에서 판매량이 8 넘게 감소했다 내수 판매가 줄어든 상황에서 해외 시장 역시 분위기가 좋지 않았다 현대차는 하반기에도 어려움이 예상되는 만큼 경쟁력 있는 신차 출시로 위기를 모면한다는 계획이다 현대차는 올해 1 6월 국내외 시장 판매량이 219만8342대로 지난해 같은 기간보다 8 2 감소했다고 3일 밝혔다 내수 판매량은 34만4783대로 개소세 인하 혜택으로 판매가 큰폭으로 증가했던 작년에 비해 1 8 줄었다 해외 시장 판매량은 같은기간 9 3 감소한 185만3559대를 기록했다 6월 기준 국내 시장 판매량은 11 6 감소한 6만1837대를 기록했다 차종별로는 그랜저가 1만2665대 판매 하이브리드 2471대 포함 되며 국내 시장 판매를 이끌었다 그랜저는 신형 모델이 본격 판매에 돌입한 지난해 12월부터 지난 6월까지 7개월 연속 1만대 판매를 돌파했다 이어 쏘나타 하이브리드 732대 포함 9298대 아반떼 6488대 등 전체 승용차 판매는 전년 동기보다 0 7 증가한 총 3만556대가 팔렸다 프리미엄 브랜드 제네시스는 G80가 3425대 EQ900가 1203대 판매되는 등 총 4628대가 팔렸다 RV는 싼타페 4443대 투싼 4290대 맥스크루즈 709대 등 총 9442대 판매를 기록했다 상용차는 그랜드 스타렉스와 포터를 합한 소형상용차가 총 1만4294대가 팔렸고 중대형 버스와 트럭을 합한 대형상용차는 전년 동기 대비 2 8 증가한 2917대가 판매됐다 해외 시장에서는 6월 31만4272대가 판매돼 전년보다 16 2 감소했다 국내공장 수출은 10만5957대로 12 6 늘었으나 해외공장 판매가 20만8315대로 25 9 급감했다 사드 THAAD 고고도 미사일방어체계 여파로 중국 판매량이 줄어든데다 시장 경쟁 심화 차량 노후화로 미국 등 주요 시장에서 판매가 부진했던 영향이다 현대차는 하반기에도 저성장 기조가 지속될 것으로 예상되는 만큼 판매실적 만회를 위한 단기적인 대응 보다는 내실강화와 책임경영을 기반으로 장기적인 상황에 맞춰 탄력적으로 대응하고 경쟁력 있는 신차 출시를 통해 위기를 극복한다는 계획이다 현대차 관계자는 향후에도 선진시장과 신흥시장 모두 섣불리 판매 호조를 확실시 할 수 없는 위기 상황이 지속될 것으로 예상된다 며 기본 역량을 강화하고 이 달 유럽에 코나 KONA 를 출시하는 등 저성장 기조에 적극적으로 대응해 위기를 극복할 수 있도록 노력할 것 이라고 말했다 신형 그랜저 하이브리드 현대자동차 제공 신정은 hao1221 edaily co kr 심쿵유발 스타 화보 핫포토 이데일리 페이스북 카카오 친구 맺기 한 눈에 보는 이슈 트렌드 카드뉴스 종합 경제정보 미디어 이데일리 무단전재 재배포 금지,이데일리,생활/문화,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=018&aid=0003865362
2017-07-11,현대차 상반기 219만8342대 판매…전년比 8.2% 하락,머니투데이 황시영 기자 사드 등으로 6월 해외판매 전년比 16 2 감소 신형 그랜저 국내 판매 견인 신형 그랜저 하이브리드 사진 현대차현대자동차는 올해 상반기 국내 34만4783대 해외 185만3559대를 포함해 총 219만8342대를 판매했다고 3일 밝혔다 지난해 상반기와 견줘 8 2 하락한 수치다 6월 기준 현대차는 국내 6만1837대 해외 31만4272대 등 전세계 시장에서 전년 동기 대비 15 5 감소한 총 37만6109대를 판매했다 6월 판매 수치는 지난해 같은 기간과 비교해 국내 11 6 해외 16 2 감소한 것이다 내수 판매는 그랜저 1만2665대 쏘나타 9298대 아반떼 6488대가 이끌었다 전체 승용차 판매는 전년 동기보다 0 7 증가한 3만556대를 기록했다 이 가운데 그랜저는 신형 모델이 본격 판매에 돌입한 지난해 12월부터 올해 6월까지 7개월 연속 1만대 판매를 돌파했다 제네시스 브랜드는 G80 3425대 EQ900 1203대 등 4628대를 판매했다 SUV 스포츠유틸리티차량 는 싼타페 4443대 투싼 4290대 맥스크루즈 709대 등 9442대가 판매됐다 상용차는 그랜드 스타렉스와 포터를 합한 소형상용차가 총 1만4294대 팔렸다 중대형 버스와 트럭을 합한 대형상용차는 전년 동기 대비 2 8 증가한 2917대가 판매됐다 현대차는 6월 해외 시장에서 국내공장 수출 10만5957대 해외공장 현지판매 20만8315대 등 총 31만4272대를 판매했다 이는 지난해 같은 기간보다 16 2 감소한 수치다 해외 공장 판매는 사드 THAAD 고고도미사일방어체계 배치로 인한 중국 판매 감소 등이 영향을 미쳤다 현대차 측은 선진시장과 신흥시장 모두 판매 호조를 확실시 할 수 없는 위기 상황이 지속될 것 이라며 기본 역량에 충실하고 이달 유럽에 코나 를 출시하는 등 위기 극복을 위해 노력하겠다 고 말했다 깊이있는 투자정보 TOM칼럼 트렌드 리더의 스타일 지침서 스타일M 빵빵한 차 레이싱걸 황시영 기자 apple1 mt co kr,머니투데이,생활/문화,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=008&aid=0003897806
